tshirt,positive_pant,detailed,medium,low,empty,dif
104442694,131150972,"An image of a  dark-wash denim A-line mini skirt, crafted from sturdy cotton denim with subtle fading, fitted at the waist and flaring to a thigh-length hem, featuring classic five-pocket styling and a front button fly",Generate an image of a dark-wash A-line denim mini skirt,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
193192417,180937920,"An image of a fitted blue distressed denim pencil skirt, knee-length with a high waist, crafted from medium-wash cotton denim featuring frayed detailing",Generate an image of a fitted blue denim pencil skirt,Generate an image of a denim pencil skirt, ,"A photo of a Skirt, on white background, high quality."
149115685,146121287,"An image of light wash cotton denim boyfriend jeans with a relaxed fit, featuring patchwork panels and distressed detailing",Generate an image of light wash relaxed boyfriend jeans,Generate an image of boyfriend jeans, ,"A photo of a Jeans, on white background, high quality."
194258054,213069337,An image of teal skinny distressed denim jeans with ripped patches and subtle fading,Generate an image of teal skinny denim jeans,Generate an image of denim jeans, ,"A photo of a Jeans, on white background, high quality."
207252252,209331908,"An image of navy high-waisted shorts in lightweight woven fabric featuring an all-over palm leaf print, relaxed fit, and a playful ruffle hem",Generate an image of navy high-waisted shorts with a ruffle hem,Generate an image of ruffle-hem shorts, ,"A photo of a Shorts, on white background, high quality."
130442524,101382695,"An image of light wash denim bootcut jeans with a distressed finish featuring subtle fading, whiskering, and frayed rips",Generate an image of light wash bootcut jeans,Generate an image of distressed jeans, ,"A photo of a Jeans, on white background, high quality."
55978001,49551652,"An image of slim-fit tan cotton chino pants with a flat front, belt loops, slash front pockets, welt back pockets, and a zip-fly button closure",Generate an image of slim-fit tan chino pants,Generate an image of chino pants, ,"A photo of a Chinos, on white background, high quality."
185660390,196574702,"An image of light-wash distressed skinny denim jeans with a slim, body-hugging fit, frayed holes, and faded light-blue color",Generate an image of light-wash skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
25615134,17300188,"An image of light-wash skinny denim jeans in soft cotton-stretch fabric, mid-rise waist, classic five-pocket construction, button fly and subtle fading",Generate an image of light-wash skinny denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
150531033,161189500,"An image of a black high-waisted skater skirt with a scalloped hem, crafted from lightweight woven fabric and cut in a flared A-line fit",Generate an image of a black high-waisted skater skirt with scallop hem,Generate an image of a skater skirt, ,"A photo of a Skirt, on white background, high quality."
61024991,61029980,"An image of ivory silk jogger pants with a delicate floral print, elastic waistband, tapered fit, and cuffed ankles",Generate an image of ivory floral jogger pants,Generate an image of jogger pants, ,"A photo of a Jogger Pants, on white background, high quality."
119831896,90929165,"Generate an image of  black leather skinny pants with a sleek matte finish, mid-rise waist, and form-hugging fit",Generate an image of black skinny leather pants with a close fit,Generate an image of leather skinny pants, ,"A photo of a Skinny Pants, on white background, high quality."
135965756,32719816,"An image of beige pleated tailored shorts in lightweight cotton twill, featuring a slim fit, cuffed hems, and a brown belt",Generate an image of beige slim-fit tailored shorts,Generate an image of tailored shorts, ,"A photo of a Shorts, on white background, high quality."
172914209,186950747,Generate an image of a black faux leather high-waist skater skirt with a flared A-line silhouette and smooth matte finish,Generate an image of a black high-waist skater skirt,Generate an image of a skater skirt, ,"A photo of a Skirt, on white background, high quality."
207236327,197547572,"An image of white denim skinny jeans with ripped knees, five-pocket construction, belt loops, mid-rise waist, and a form-fitting silhouette",Generate an image of white skinny jeans with ripped knees,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
60525959,99935172,"An image of a black floral pleated A-line skirt in lightweight woven fabric, featuring crisp pleats and a flared A-line silhouette",Generate an image of a pleated A-line skirt with a black floral pattern,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
154882655,143939376,An image of a cream suede A-line mini skirt featuring a front zipper,Generate an image of a cream A-line mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
70033829,74509767,"An image of a pastel pink skater mini skirt in soft lightweight cotton-blend fabric, high-waisted with a flared A-line silhouette and smooth hem",Generate an image of a pastel pink flared skater mini skirt,Generate an image of a skater mini skirt, ,"A photo of a Skirt, on white background, high quality."
38122269,82606396,"An image of light wash distressed skinny denim jeans with classic five-pocket styling, ripped knees, and a zip-fly button closure",Generate an image of light wash skinny jeans with distressed details,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
206511556,206003200,"An image of light-wash distressed denim shorts featuring cuffed hems, subtle fading and frayed details, crafted from cotton denim in a relaxed mid-rise fit",Generate an image of light-wash cuffed denim shorts with a relaxed fit,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
130482246,152290990,"An image of black denim high-waisted skinny jeans with a snug, form-fitting silhouette, classic five-pocket styling, and belt loops",Generate an image of black skinny jeans with a high waist,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
183808566,162932168,"An image of a knee-length purple sheath dress crafted from smooth stretch fabric, featuring ruched detailing at the waist, cap sleeves, and a slim tailored fit",Generate an image of a fitted knee-length purple sheath dress with ruched cap sleeves,Generate an image of a purple sheath dress, ,"A photo of a Dress, on white background, high quality."
27170496,3089990,"An image of black faux leather skinny pants with a figure-hugging fit, ankle-length cut, smooth matte finish, and classic five-pocket styling",Generate an image of black skinny faux leather pants with a close fit,Generate an image of skinny leather-look pants, ,"A photo of a Skinny Pants, on white background, high quality."
114346798,9301496,An image of light blue distressed boyfriend denim jeans with a relaxed fit and rolled cuffs,Generate an image of light blue relaxed boyfriend jeans with rolled cuffs,Generate an image of boyfriend jeans, ,"A photo of a Jeans, on white background, high quality."
163450126,169932209,"An image of black stretch denim skinny jeans featuring ripped knees, a classic five-pocket design, and a fitted silhouette",Generate an image of black skinny jeans with ripped knees,Generate an image of ripped-knee jeans, ,"A photo of a Jeans, on white background, high quality."
202975247,193488445,"An image of  red high-waisted paperbag shorts with a cinched paperbag waistband, relaxed thigh fit, and lightweight woven fabric",Generate an image of red high-waisted paperbag shorts,Generate an image of paperbag shorts, ,"A photo of a Paperbag Shorts, on white background, high quality."
